Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2013-06-18,CoffsHarbour,5.5,18.9,0.0,1.8,9.5,WSW,31.0,WSW,S,13.0,17.0,58.0,41.0,1012.9,1011.2,1.0,1.0,15.2,18.0,No,No
2013-06-19,CoffsHarbour,6.6,18.0,0.0,2.6,8.6,SSW,50.0,WSW,SW,24.0,31.0,46.0,47.0,1018.3,1017.6,1.0,5.0,14.3,17.1,No,No
2013-06-20,CoffsHarbour,12.5,17.1,0.0,3.4,3.3504592437997314,SW,39.0,SW,SW,24.0,24.0,54.0,57.0,1021.9,1019.3,7.0,8.0,15.2,16.0,No,No
2013-06-21,CoffsHarbour,10.0,16.1,0.0,0.8,2.780751495505987,SE,20.0,WSW,WSW,2.0,7.0,77.0,66.0,1020.1,1017.8,8.0,7.0,12.8,15.3,No,No
2013-06-22,CoffsHarbour,7.8,18.1,0.0,3.7957732502332133,10.16193416579765,SW,39.0,WSW,S,19.0,24.0,64.0,51.0,1022.5,1021.0,1.0,2.0,14.0,17.4,No,No
2013-06-23,CoffsHarbour,7.2,18.5,0.0,3.6,9.0,SW,31.0,WSW,SSW,17.0,19.0,65.0,57.0,1026.3,1023.2,1.0,2.0,13.8,17.7,No,No
2013-06-24,CoffsHarbour,7.3,18.5,0.0,2.0,8.1,SW,28.0,SW,E,11.0,9.0,67.0,68.0,1021.6,1017.4,2.0,5.0,15.2,16.2,No,No
2013-06-25,CoffsHarbour,3.9,16.2,0.0,2.6,5.9,SW,28.0,SW,WSW,9.0,13.0,64.0,57.0,1016.1,1013.6,3.0,6.0,12.1,14.7,No,No
2013-06-26,CoffsHarbour,4.5,20.1,0.0,2.4,5.7,SW,69.0,WSW,W,7.0,13.0,64.0,88.0,1014.5,1013.4,6.0,7.0,13.2,16.1,No,Yes
2013-06-27,CoffsHarbour,13.2,20.3,13.0,1.0,4.0878793701077285,SE,35.0,ESE,ESE,20.0,19.0,51.0,63.0,1020.1,1018.7,7.0,7.0,20.0,18.8,Yes,Yes
2013-06-28,CoffsHarbour,13.5,16.1,4.2,1.241860629983572,1.2547122393709724,WSW,28.0,WSW,WSW,7.0,9.0,94.0,94.0,1022.4,1020.8,8.0,8.0,14.5,15.8,Yes,Yes
2013-06-29,CoffsHarbour,11.5,19.5,20.8,2.2667340122269453,4.132002739348847,SW,26.0,WSW,SSW,15.0,13.0,94.0,69.0,1023.5,1020.7,7.0,6.0,15.1,18.2,Yes,Yes
2013-06-30,CoffsHarbour,11.6,15.5,4.2,1.1,2.0739785029022926,SW,37.0,WSW,WSW,20.0,19.0,83.0,87.0,1022.4,1019.8,7.0,8.0,13.9,15.0,Yes,Yes
2013-07-01,CoffsHarbour,13.1,19.3,45.6,1.6,1.3,S,65.0,SW,S,28.0,39.0,96.0,75.0,1019.2,1016.9,8.0,7.0,14.2,18.8,Yes,Yes
2013-07-02,CoffsHarbour,13.8,18.2,42.6,2.6,4.6,SW,52.0,SW,SW,31.0,35.0,91.0,75.0,1019.9,1018.0,7.0,6.0,14.6,17.5,Yes,No
2013-07-03,CoffsHarbour,14.5,20.1,0.0,0.8,9.3,SW,30.0,SW,SSE,17.0,11.0,64.0,65.0,1024.1,1022.4,1.0,3.0,18.2,18.8,No,No
2013-07-04,CoffsHarbour,10.8,21.8,0.0,1.6,10.381584311308757,N,41.0,NW,N,11.0,24.0,73.0,49.0,1021.6,1015.7,1.0,1.0,17.3,20.8,No,No
2013-07-05,CoffsHarbour,11.7,23.8,0.0,5.456917145490236,8.422941973798913,NW,39.0,NNW,NNW,22.0,17.0,65.0,52.0,1015.7,1012.2,8.0,0.0,16.8,23.4,No,No
2013-07-06,CoffsHarbour,6.2,20.4,0.0,3.4996950207901447,9.295573653786146,ENE,24.0,NNE,NE,6.0,15.0,58.0,45.0,1021.7,1019.1,2.4152322521654845,3.2101976453696253,16.0,19.6,No,No
2013-07-07,CoffsHarbour,4.3,17.1,0.0,5.6,9.5,SSW,31.0,SW,S,13.0,24.0,67.0,34.0,1028.0,1026.3,0.0,0.0,12.1,16.3,No,No
2013-07-08,CoffsHarbour,3.8,17.8,0.0,2.0,9.4,SSE,22.0,W,S,7.0,13.0,76.0,43.0,1031.6,1029.4,1.0,0.0,11.4,16.8,No,No
2013-07-09,CoffsHarbour,5.0,18.1,0.0,3.0,8.0,SSE,46.0,SW,SSW,24.0,19.0,53.0,54.0,1031.8,1030.5,5.0,5.0,17.5,16.2,No,Yes
2013-07-10,CoffsHarbour,11.0,15.9,2.0,2.0,0.3,SW,33.0,SW,SW,11.0,15.0,78.0,74.0,1032.3,1031.1,7.0,8.0,13.7,15.4,Yes,Yes
2013-07-11,CoffsHarbour,9.3,18.0,1.6,1.2,4.777676760447628,WSW,33.0,WSW,SSE,17.0,11.0,96.0,73.0,1034.1,1031.5,8.0,4.0,13.3,16.5,Yes,No
2013-07-14,CoffsHarbour,7.4,19.1,0.0,2.0,8.126404763464652,SSE,20.0,WSW,SE,9.0,13.0,85.0,67.0,1028.2,1025.9,2.0,4.0,14.3,18.6,No,No
2013-07-15,CoffsHarbour,9.2,20.1,0.0,1.0,1.7,NE,24.0,NNW,NNE,2.0,17.0,83.0,72.0,1026.7,1023.6,7.0,8.0,14.5,18.2,No,No
2013-07-16,CoffsHarbour,13.6,22.3,0.0,0.8,4.3,N,35.0,NNW,NNE,15.0,17.0,75.0,58.0,1026.2,1023.7,7.0,6.0,17.0,21.2,No,No
2013-07-17,CoffsHarbour,11.4,23.2,0.0,1.4,9.4,NNE,41.0,NNE,NNE,6.0,31.0,72.0,70.0,1026.1,1022.7,1.0,2.0,18.6,20.1,No,No
2013-07-18,CoffsHarbour,12.0,22.5,0.0,2.0,8.322657733851159,NE,35.0,NNW,NE,13.0,24.0,67.0,71.0,1025.2,1022.1,2.0,4.0,19.4,20.4,No,No
2013-07-19,CoffsHarbour,16.2,23.6,0.0,2.0,8.13009921173882,N,54.0,NW,NNE,19.0,26.0,52.0,54.0,1020.1,1015.9,3.0,3.0,20.8,22.4,No,Yes
2013-07-20,CoffsHarbour,15.7,20.5,3.6,2.4,4.057312578006778,N,31.0,NNW,NNE,15.0,19.0,90.0,78.0,1013.7,1009.5,8.0,5.0,16.1,18.7,Yes,No
2013-07-21,CoffsHarbour,4.6,17.8,0.2,1.0,8.7,NE,24.0,NW,NE,6.0,15.0,61.0,54.0,1018.5,1016.2,0.0,1.0,13.9,16.9,No,No
2013-07-22,CoffsHarbour,8.3,17.6,0.0,2.0,4.6,N,28.0,NNW,N,4.0,17.0,76.0,55.0,1022.2,1019.1,7.0,5.0,12.3,16.7,No,No
2013-07-23,CoffsHarbour,4.2,18.3,0.0,1.6,7.7,SW,28.0,SW,ENE,15.0,13.0,57.0,39.0,1022.2,1018.5,0.0,1.0,12.4,17.8,No,No
2013-07-24,CoffsHarbour,6.2,19.1,0.0,2.4,9.8,SW,63.0,SW,SSW,33.0,33.0,44.0,47.0,1022.6,1022.0,3.0,2.0,15.8,18.0,No,No
2013-07-25,CoffsHarbour,12.7,19.5,0.0,4.0,7.940550169851876,SW,39.0,WSW,S,17.0,24.0,64.0,50.0,1028.2,1025.9,7.0,1.0,15.3,18.9,No,No
2013-07-26,CoffsHarbour,7.3,21.3,0.0,2.0,8.214353600717885,NE,37.0,NW,NE,9.0,24.0,69.0,61.0,1027.4,1024.0,3.0,4.0,15.9,19.7,No,No
2013-07-27,CoffsHarbour,7.3,19.5,0.0,2.4,10.715465144232715,S,30.0,WSW,SSE,11.0,17.0,78.0,55.0,1030.1,1028.2,1.0,1.0,14.8,18.5,No,No
2013-07-28,CoffsHarbour,8.5,18.9,0.0,2.2,3.64339449859553,NW,17.0,WNW,WSW,6.0,6.0,96.0,80.0,1030.5,1028.1,7.0,7.0,13.5,17.3,No,Yes
2013-07-29,CoffsHarbour,11.9,21.2,2.0,0.6,4.2,WNW,22.0,WNW,ENE,15.0,11.0,89.0,71.0,1027.2,1023.6,7.0,7.0,15.9,18.6,Yes,No
2013-07-30,CoffsHarbour,12.0,21.1,0.0,1.2,4.9555709323077535,SW,26.0,NNW,ESE,13.0,11.0,71.0,64.0,1020.5,1017.0,6.0,6.0,17.4,18.6,No,No
2013-07-31,CoffsHarbour,12.9,20.8,0.0,2.6,5.521470354874966,SSW,52.0,SW,SSW,26.0,26.0,60.0,62.0,1019.8,1017.7,4.0,7.0,17.4,19.2,No,No
2013-08-01,CoffsHarbour,12.9,18.3,0.4,3.188230758172735,2.495830665234484,SW,35.0,SW,SW,13.0,13.0,78.0,64.0,1021.3,1018.8,8.0,8.0,14.8,18.1,No,No
2013-08-02,CoffsHarbour,7.4,21.3,0.2,2.9,6.77690425851291,NNE,28.0,NW,ESE,6.0,9.0,70.0,55.0,1019.1,1014.9,4.0,5.0,16.5,21.2,No,No
2013-08-03,CoffsHarbour,6.9,20.9,0.0,1.8,11.00629960126957,NE,35.0,WSW,NE,19.0,26.0,39.0,39.0,1017.8,1014.0,0.0,2.1982490027799884,16.9,19.6,No,No
2013-08-04,CoffsHarbour,4.9,20.1,0.2,3.8,10.1,NE,30.0,NW,NE,7.0,17.0,60.0,46.0,1016.9,1014.4,3.0,1.0,15.6,19.3,No,No
2013-08-05,CoffsHarbour,4.7,20.2,0.0,2.2,10.0,NE,30.0,WNW,NE,7.0,17.0,60.0,47.0,1020.3,1016.0,3.0,3.0,16.2,18.8,No,No
2013-08-06,CoffsHarbour,4.4,23.5,0.0,1.8,10.1,NE,28.0,W,NNE,4.0,13.0,62.0,38.0,1017.7,1012.0,1.0,1.0,15.4,23.0,No,No
2013-08-07,CoffsHarbour,6.6,25.1,0.0,2.8,8.8,WNW,33.0,NW,NNE,20.0,19.0,38.0,31.0,1014.1,1009.3,3.0,5.0,19.2,23.5,No,No
2013-08-08,CoffsHarbour,10.2,21.1,0.0,2.8,8.723288126554756,WSW,57.0,NW,SW,17.0,30.0,39.0,25.0,1007.1,1007.2,1.0,7.0,19.5,16.2,No,No
2013-08-09,CoffsHarbour,12.2,21.0,0.0,5.6,10.689098121477329,SW,48.0,WSW,SSE,24.0,17.0,44.0,46.0,1017.0,1014.3,1.0,0.0,16.7,19.8,No,No
2013-08-12,CoffsHarbour,10.4,28.7,0.0,1.8,8.8,WSW,46.0,N,N,13.0,26.0,69.0,30.0,1011.9,1005.3,5.0,1.0,16.4,27.5,No,No
2013-08-13,CoffsHarbour,7.7,21.6,0.0,4.0,10.5,SW,26.0,SW,E,19.0,13.0,45.0,25.0,1016.8,1015.3,1.0,0.0,18.1,21.1,No,No
2013-08-14,CoffsHarbour,9.2,21.4,0.0,3.2,3.7,NNW,33.0,NW,NNE,9.0,13.0,62.0,53.0,1017.1,1011.7,7.0,7.0,16.5,19.9,No,No
2013-08-15,CoffsHarbour,7.3,20.3,0.0,1.2,13.269483831020452,S,52.0,WSW,S,20.0,35.0,30.0,23.0,1016.1,1018.3,0.0,1.0,19.5,18.4,No,No
2013-08-16,CoffsHarbour,5.3,19.8,0.0,2.9451484013273967,5.053492984860471,NE,31.0,W,NE,9.0,19.0,56.0,51.0,1024.2,1019.8,8.0,6.056259595500109,16.3,19.2,No,No
2013-08-17,CoffsHarbour,11.3,18.1,0.0,8.0,1.6794376859129088,NNE,46.0,N,N,17.0,9.0,58.0,93.0,1016.2,1013.9,8.0,8.0,16.8,14.4,No,Yes
2013-08-18,CoffsHarbour,6.7,21.0,2.4,3.2,10.6,NE,30.0,W,NE,7.0,17.0,59.0,59.0,1019.6,1016.3,0.0,0.0,17.5,19.7,Yes,No
2013-08-19,CoffsHarbour,6.0,22.7,0.0,2.8,10.6,N,30.0,NW,ENE,15.0,17.0,40.0,33.0,1015.3,1008.7,1.0,6.0,18.9,21.3,No,No
2013-08-20,CoffsHarbour,8.8,18.6,0.0,3.6,10.5,SSW,44.0,WSW,SW,26.0,20.0,27.0,14.0,1013.9,1011.5,1.0,1.0,14.2,18.0,No,No
2013-08-21,CoffsHarbour,4.2,17.2,0.0,4.8,10.7,WSW,37.0,WSW,SE,20.0,17.0,30.0,30.0,1017.2,1013.8,2.0,0.0,12.7,16.0,No,No
2013-08-22,CoffsHarbour,2.2,18.0,0.0,3.2,9.458877600169483,SW,28.0,SW,NE,11.0,20.0,41.0,38.0,1017.3,1014.5,3.0,3.0,14.9,16.9,No,No
2013-08-23,CoffsHarbour,6.5,20.7,0.0,2.2,8.819409325410103,NW,28.0,NW,ENE,13.0,17.0,50.0,41.0,1015.1,1011.2,7.0,0.0,12.7,20.3,No,No
2013-08-24,CoffsHarbour,5.2,21.7,0.0,2.2,11.983584589517369,WSW,37.0,WSW,SE,17.0,15.0,38.0,45.0,1019.6,1019.9,0.0,1.0,18.5,20.8,No,No
2013-08-25,CoffsHarbour,8.1,22.1,0.0,3.4,11.057053149703954,ENE,37.0,NNW,NE,6.0,26.0,57.0,56.0,1025.9,1021.8,1.0,1.0,19.2,21.0,No,No
2013-08-26,CoffsHarbour,8.6,23.5,0.0,3.6,10.9,ENE,22.0,SSW,E,2.0,15.0,55.0,62.0,1024.2,1020.4,0.0,1.0,19.2,21.9,No,No
2013-08-27,CoffsHarbour,8.2,22.5,0.0,2.8,10.1,ENE,24.0,WSW,ENE,9.0,13.0,62.0,42.0,1022.1,1018.3,2.0,1.0,18.5,21.6,No,No
2013-08-28,CoffsHarbour,7.9,25.0,0.0,2.8,10.2,SSW,35.0,WSW,S,2.0,20.0,52.0,47.0,1020.7,1019.1,1.0,1.0,19.5,22.0,No,No
2013-08-29,CoffsHarbour,10.2,22.4,0.0,5.2,10.355640595419013,NE,35.0,SSW,NE,9.0,22.0,63.0,61.0,1025.2,1020.8,2.0,1.0,20.3,21.3,No,No
2013-08-30,CoffsHarbour,15.4,24.3,0.0,1.0,8.878310696519431,NNE,57.0,N,NE,28.0,39.0,58.0,67.0,1021.8,1015.9,6.0,0.0,20.8,21.3,No,No
2013-08-31,CoffsHarbour,15.1,24.9,0.0,1.5,7.741131806232325,WNW,30.0,WNW,ESE,7.0,11.0,69.0,64.0,1021.4,1019.6,3.0,4.0,20.0,23.1,No,No
2013-09-01,CoffsHarbour,13.0,23.1,0.0,5.0,11.160105201757835,SSE,35.0,SW,S,17.0,22.0,59.0,56.0,1027.0,1025.8,1.0,1.0,20.2,22.3,No,No
2013-09-02,CoffsHarbour,14.4,22.0,0.0,4.4,8.2,S,26.0,SW,SSE,17.0,15.0,68.0,63.0,1030.7,1029.1,7.0,1.0,18.8,21.0,No,No
2013-09-03,CoffsHarbour,12.7,21.9,0.0,2.2,10.2,SSW,26.0,S,SE,13.0,15.0,68.0,55.0,1033.2,1031.5,3.0,2.0,19.3,20.5,No,No
2013-09-04,CoffsHarbour,12.0,21.5,0.2,4.2,10.4,SSE,22.0,SW,ESE,13.0,15.0,60.0,56.0,1033.5,1030.6,2.0,2.0,19.5,20.4,No,No
2013-09-05,CoffsHarbour,9.1,23.5,0.0,3.6,11.93584201910176,NE,44.0,NW,NNE,20.0,30.0,53.0,54.0,1030.7,1026.4,1.0,0.0,20.3,21.2,No,No
2013-09-06,CoffsHarbour,10.9,23.8,0.0,4.6,11.323546181795148,NE,39.0,N,NNE,9.0,28.0,49.0,56.0,1027.4,1024.4,1.0,1.0,20.9,22.4,No,No
2013-09-07,CoffsHarbour,11.7,24.5,0.0,3.2,10.531158434687816,NE,35.0,NNE,NNE,9.0,26.0,53.0,59.0,1025.1,1021.1,1.0,2.0,21.9,23.7,No,No
2013-09-08,CoffsHarbour,10.3,23.9,0.0,3.2,5.917794957044444,S,28.0,SW,SSE,15.0,13.0,66.0,78.0,1024.3,1021.5,4.0,7.0,22.1,22.3,No,No
2013-09-09,CoffsHarbour,14.7,24.2,0.0,4.0,10.5,NNE,54.0,NNW,NNE,11.0,31.0,69.0,66.0,1022.8,1016.7,4.0,1.0,22.1,22.9,No,No
2013-09-10,CoffsHarbour,14.0,29.0,0.0,4.0,10.1,NE,48.0,NNW,NE,26.0,28.0,49.0,52.0,1013.4,1007.1,5.0,2.0,22.5,24.8,No,No
2013-09-11,CoffsHarbour,16.0,24.1,0.0,4.8,10.6,S,31.0,SSW,E,20.0,17.0,80.0,49.0,1013.0,1010.3,2.0,0.0,22.9,22.8,No,No
2013-09-12,CoffsHarbour,10.8,22.3,0.0,4.6,9.5857976869285,SSW,33.0,SW,S,20.0,11.0,44.0,60.0,1015.5,1011.6,1.0,2.0,21.1,21.8,No,No
2013-09-13,CoffsHarbour,12.8,21.4,0.0,5.0,4.087377898701366,SSW,41.0,SW,SSE,24.0,13.0,60.0,56.0,1020.4,1018.2,6.0,8.0,17.0,18.9,No,No
2013-09-14,CoffsHarbour,16.4,24.6,0.0,4.0,8.621694999508776,NNE,59.0,N,NNE,22.0,43.0,61.0,73.0,1015.1,1007.4,6.0,0.0,21.1,23.0,No,No
2013-09-15,CoffsHarbour,15.9,23.4,0.0,4.0,9.4,SSW,39.0,S,SSE,22.0,22.0,50.0,57.0,1017.2,1015.2,1.0,3.0,20.7,21.3,No,Yes
2013-09-16,CoffsHarbour,15.7,22.9,1.8,5.4,1.3,N,65.0,NNE,N,17.0,17.0,76.0,94.0,1016.8,1012.0,7.0,8.0,19.8,17.8,Yes,Yes
2013-09-17,CoffsHarbour,16.4,23.6,14.4,1.8,10.9,NE,52.0,NNW,NNE,19.0,31.0,52.0,72.0,1006.4,1000.7,2.0,4.0,22.8,21.6,Yes,No
2013-09-18,CoffsHarbour,11.9,24.5,0.0,2.8,9.7,NE,35.0,SW,NE,15.0,20.0,41.0,48.0,1008.3,1004.2,1.0,1.0,21.0,23.4,No,No
2013-09-19,CoffsHarbour,12.4,31.8,0.0,1.2,9.575631064782993,N,44.0,NNW,S,15.0,13.0,38.0,30.0,1006.9,1002.8,0.0,6.0,23.7,27.9,No,No
2013-09-20,CoffsHarbour,10.1,24.8,0.0,5.0,11.639365881354442,WSW,39.0,SW,ENE,17.0,20.0,25.0,38.0,1011.4,1007.0,0.0,1.0,20.2,23.0,No,No
2013-09-21,CoffsHarbour,7.6,20.8,0.0,4.732050893449362,11.208042060320587,SW,35.0,SSW,E,15.0,17.0,44.513166116697654,44.0,1015.3,1013.0,0.9100121917745021,1.0,18.9,19.9,No,No
2013-09-22,CoffsHarbour,8.0,22.4,0.0,3.4675295063621174,11.14393061154664,NNE,31.0,SE,NE,15.0,19.0,64.0,59.0,1015.5,1012.6,1.0,1.0,19.2,21.4,No,No
2013-09-23,CoffsHarbour,11.9,27.8,0.0,3.6,11.2,NE,46.0,NNW,NE,28.0,35.0,62.0,60.0,1015.8,1010.4,1.0,1.0,21.5,23.7,No,No
2013-09-24,CoffsHarbour,17.3,27.9,0.0,5.0,4.9,NNW,37.0,NW,NNE,13.0,22.0,29.0,62.0,1009.1,1004.2,8.0,7.0,24.4,22.0,No,No
2013-09-25,CoffsHarbour,11.8,29.7,0.0,2.4,13.623490878218165,WSW,31.0,NNE,NE,11.0,19.0,27.0,42.0,1012.1,1010.0,0.0,0.0,27.9,25.8,No,No
2013-09-26,CoffsHarbour,17.2,33.5,0.0,7.2,12.72142278161072,NNW,52.0,NNW,NE,24.0,24.0,32.826371034397575,32.0,1010.7,1005.3,0.3922547831163712,1.0,29.6,33.0,No,No
2013-09-27,CoffsHarbour,16.7,23.2,0.0,8.0,11.240030396346864,SSW,41.0,SSW,ESE,19.0,13.0,36.0,44.474181680154736,1020.7,1017.8,0.0,0.0,21.8,21.9,No,No
2013-09-28,CoffsHarbour,15.6,27.0,0.0,3.1,6.875703356354016,NNE,41.0,N,NE,20.0,30.0,63.0,68.0,1015.1,1008.2,7.0,3.0,20.0,23.2,No,No
2013-09-29,CoffsHarbour,9.7,23.9,0.0,5.0,12.628455338341022,SSW,33.0,SSW,SE,20.0,17.0,31.0,45.0,1017.3,1015.9,0.0,0.0,22.0,22.2,No,No
2013-09-30,CoffsHarbour,12.1,28.4,0.0,5.4,11.0,NNE,63.0,NNW,NE,26.0,39.0,52.0,63.0,1019.6,1014.7,1.0,0.0,23.8,23.2,No,No
2013-10-01,CoffsHarbour,17.5,32.1,0.0,5.4,8.5,NNW,59.0,NNW,NNE,31.0,43.0,44.0,74.0,1013.5,1008.1,6.0,7.0,28.3,23.2,No,No
2013-10-02,CoffsHarbour,15.5,24.5,0.0,6.0,10.8,SE,50.0,S,NE,19.0,24.0,64.0,65.0,1017.2,1011.8,1.0,1.0,21.6,22.5,No,No
2013-10-03,CoffsHarbour,15.2,28.4,0.0,5.8,6.542235726066069,S,69.0,NNW,WSW,17.0,17.0,53.0,26.0,1010.3,1007.7,7.0,6.0,24.4,23.8,No,No
2013-10-04,CoffsHarbour,11.6,21.6,0.0,7.6,11.152099323387077,SSE,50.0,SW,SSE,30.0,35.0,36.0,49.0,1020.6,1017.4,1.0,1.0,17.9,19.8,No,No
2013-10-05,CoffsHarbour,8.5,22.6,0.0,8.0,8.117845765042516,ENE,30.0,ESE,NE,15.0,19.0,47.0,42.0,1018.5,1013.8,1.0,7.0,20.3,20.6,No,No
2013-10-06,CoffsHarbour,10.0,27.0,0.0,4.4,13.1960534997775,NNE,31.0,SW,NE,9.0,24.0,44.0,33.0,1013.1,1008.6,0.0,0.0,20.9,26.0,No,No
2013-10-07,CoffsHarbour,11.5,25.2,0.0,5.2,7.9,S,56.0,S,S,19.0,30.0,31.0,57.0,1007.7,1008.5,1.0,1.0,23.9,22.7,No,No
2013-10-08,CoffsHarbour,15.2,23.2,0.0,7.0,8.2,SE,50.0,SW,SE,11.0,20.0,55.0,74.0,1013.2,1013.7,2.0,7.0,20.3,17.8,No,Yes
2013-10-09,CoffsHarbour,9.7,24.3,7.0,5.0,11.3,NNE,39.0,WSW,NE,9.0,24.0,55.0,50.0,1022.0,1018.2,1.0,1.0,18.4,22.5,Yes,No
2013-10-10,CoffsHarbour,12.0,33.1,0.0,4.6,13.339082413326448,NNE,56.0,WNW,NNE,24.0,39.0,32.0,53.0,1015.3,1008.4,0.0,0.0,24.2,27.1,No,No
2013-10-11,CoffsHarbour,16.2,25.0,0.0,7.6,5.1849762874283964,SSW,54.0,S,SSE,26.0,17.0,68.0,65.0,1012.4,1013.4,7.0,7.0,22.2,22.7,No,No
2013-10-12,CoffsHarbour,17.9,25.3,0.0,2.5,7.337966048255443,NNE,59.0,N,NNE,26.0,37.0,65.0,64.0,1018.4,1013.5,6.0,3.0,22.2,24.0,No,No
2013-10-13,CoffsHarbour,20.4,32.0,0.0,6.0,3.0,NNE,41.0,NNE,NE,28.0,20.0,57.0,56.0,1008.9,1003.5,6.0,7.0,24.8,26.8,No,No
2013-10-14,CoffsHarbour,17.2,24.0,0.6,4.6,10.0,WSW,61.0,WSW,SSE,31.0,28.0,30.0,44.0,1012.7,1013.4,1.0,1.0,20.5,21.5,No,No
2013-10-15,CoffsHarbour,11.4,21.8,0.0,8.0,11.9,S,31.0,SSW,E,24.0,17.0,36.0,42.0,1023.4,1021.1,1.0,1.0,18.0,20.5,No,No
2013-10-16,CoffsHarbour,12.9,26.2,0.0,6.6,10.9,NNE,63.0,NNW,NNE,19.0,39.0,53.0,59.0,1022.0,1017.1,7.0,4.0,21.8,23.5,No,No
2013-10-17,CoffsHarbour,16.7,30.7,0.0,5.4,12.071514182338277,NE,67.0,N,NE,17.0,43.0,45.0,55.0,1016.4,1010.5,0.0,1.0,23.9,25.1,No,Yes
2013-10-18,CoffsHarbour,18.2,19.2,1.4,6.6,1.7725453674413956,SSW,59.0,SW,WSW,30.0,20.0,51.0,91.0,1022.6,1023.0,8.0,8.0,18.3,16.5,Yes,Yes
2013-10-19,CoffsHarbour,15.0,22.7,27.2,1.8,4.880438855589066,SSW,39.0,SW,S,22.0,22.0,66.0,67.0,1026.8,1024.2,7.0,5.0,19.0,21.1,Yes,Yes
2013-10-20,CoffsHarbour,15.1,25.3,2.4,4.6,9.736666901184872,NNE,52.0,ESE,NE,11.0,33.0,73.0,72.0,1023.7,1019.9,2.0,2.0,21.6,22.5,Yes,No
2013-10-21,CoffsHarbour,17.5,28.1,0.0,5.8,12.048350215547298,NNE,61.0,NNW,NE,26.0,39.0,55.0,62.0,1018.7,1015.6,0.0,1.0,25.2,24.8,No,No
2013-10-22,CoffsHarbour,18.5,28.8,0.0,6.4,12.3,NE,56.0,NW,NE,22.0,41.0,63.0,58.0,1015.8,1012.3,0.0,1.0,25.6,26.0,No,No
2013-10-23,CoffsHarbour,17.9,30.4,0.0,6.8,10.8,NE,61.0,NNE,NE,19.0,46.0,53.0,62.0,1011.1,1006.2,2.0,5.0,25.1,25.7,No,No
2013-10-24,CoffsHarbour,21.6,25.0,0.6,6.8,4.349381284270818,SSW,50.0,SW,NE,11.0,19.0,50.0,71.0,1012.3,1010.5,7.0,6.0,23.2,24.1,No,No
2013-10-25,CoffsHarbour,16.4,22.8,0.4,4.2,8.470927922067611,NE,37.0,SW,ENE,19.0,24.0,46.0,49.0,1023.2,1020.8,2.0,4.0,19.7,22.3,No,No
2013-10-26,CoffsHarbour,14.5,23.6,0.0,6.1,10.932491074354838,SSE,28.0,NNW,ESE,9.0,17.0,54.0,49.022920409592885,1020.1,1017.9,0.0,2.0,22.0,23.4,No,No
2013-10-27,CoffsHarbour,12.0,23.8,0.0,5.6,10.97871635019212,NE,35.0,SSW,NE,13.0,24.0,55.0,46.0,1023.1,1020.0,1.0,2.0,21.4,23.1,No,No
2013-10-28,CoffsHarbour,15.6,25.7,0.0,6.0,7.8,NNE,61.0,NNW,NE,24.0,44.0,61.0,61.0,1021.1,1014.8,6.0,1.0,21.8,23.9,No,No
2013-10-29,CoffsHarbour,17.9,31.5,0.0,4.0,5.3,NW,63.0,N,NE,13.0,28.0,52.0,66.0,1010.5,1006.6,5.0,3.0,25.7,25.2,No,Yes
2013-10-30,CoffsHarbour,15.6,23.3,14.4,5.2,8.9,SSW,52.0,SSW,S,37.0,33.0,56.0,51.0,1017.2,1016.7,1.0,7.0,19.8,21.1,Yes,No
2013-10-31,CoffsHarbour,10.3,23.1,0.0,7.0,7.556147642276103,SW,28.0,SSW,SE,20.0,20.0,39.0,51.0,1021.4,1020.0,4.0,6.0,20.2,21.9,No,No
2013-11-01,CoffsHarbour,11.4,25.1,0.0,5.4,12.080059858695245,E,31.0,NW,E,13.0,24.0,53.0,43.0,1023.5,1020.8,1.0,1.0,22.0,23.5,No,No
2013-11-02,CoffsHarbour,15.0,27.9,0.0,6.8,12.023822717193202,NE,57.0,N,NE,17.0,37.0,52.0,55.0,1020.5,1015.8,0.0,1.0,23.1,24.7,No,No
2013-11-03,CoffsHarbour,17.2,32.2,0.0,6.0,9.986991271743157,S,65.0,SSE,NE,7.0,24.0,42.0,36.0,1013.7,1009.6,0.0,5.0,27.5,31.6,No,No
2013-11-04,CoffsHarbour,17.0,23.3,0.0,8.0,10.603779615969374,SSW,63.0,SW,S,28.0,37.0,49.0,48.0,1019.9,1019.7,3.0,1.0,19.8,21.2,No,No
2013-11-05,CoffsHarbour,13.6,23.1,0.0,9.2,5.7,S,48.0,SW,S,20.0,31.0,45.0,51.0,1026.2,1024.1,7.0,7.0,17.5,22.0,No,No
2013-11-06,CoffsHarbour,16.5,23.0,0.0,6.2,10.7,SSE,28.0,SW,ESE,19.0,19.0,53.0,49.0,1024.1,1020.4,6.0,1.0,20.3,22.1,No,No
2013-11-07,CoffsHarbour,12.7,25.5,0.0,5.4,12.355614366375422,NE,50.0,NNW,NE,17.0,37.0,53.0,57.0,1018.2,1015.0,1.0,0.0,22.4,23.6,No,No
